,mean,median,min,max
0,1.0,1.0,1.0,1.0
1,1.001206534575033,1.00200595171518,0.9609081207165484,1.0298572018786467
2,1.0034612519364388,1.0036350853702385,0.9506028435280001,1.0636085612996797
3,1.0056772858921392,1.005550822702236,0.9363738505908512,1.0929886737843677
4,1.00740794641548,1.0068180579741748,0.9392357100271073,1.0891712443504267
5,1.0086896222812602,1.008873241830132,0.9266950865407161,1.0919913431617003
6,1.0108691993680579,1.010242116796538,0.9280634152865023,1.0980165382824414
7,1.0119995364179626,1.0103918163048518,0.9245926551675951,1.1069727791194863
8,1.014765997340887,1.0124655100533713,0.89420677774888,1.1100716955841936
9,1.0164164271057725,1.017005853604296,0.8881469000021989,1.1217643736721887
10,1.0183449472941617,1.020849421301608,0.8909156149180087,1.1228017588617534
11,1.020549276724266,1.0218391345011257,0.899172763795164,1.1300063243361136
12,1.0228977941334318,1.0233200337461275,0.8941906511309929,1.1730696126371933
13,1.0245383662374228,1.0231675708880243,0.8965235055695913,1.169603522282487
14,1.0260075091035898,1.0239943961577862,0.900056825256568,1.172286767223368
15,1.02750186429411,1.0248889301710387,0.8908712839058237,1.1616460989548094
16,1.0289625593130343,1.0277169360344698,0.8800175772705584,1.1642600568738963
17,1.0320330969765388,1.0303701972708565,0.8944275535892479,1.1673106915064213
18,1.0345021828616254,1.0330264399079845,0.9036584942934833,1.171784558362005
19,1.036567460164625,1.034107388828767,0.8972471263670574,1.1850773819326135
20,1.0390271482614066,1.0369298531493323,0.9017559226628143,1.2063486890456212
21,1.0413123212489823,1.039507836883025,0.9054166115772023,1.199110680143392
22,1.0437661161972878,1.0393195764802776,0.8891012135982016,1.2249977947082473
23,1.0457034687480158,1.043005916388954,0.8870427075999773,1.2438066025140533
24,1.047299886216067,1.0468902068777397,0.8858564714562102,1.253341646527333
25,1.049613025522461,1.0466632577087776,0.8882596536781702,1.279091987209165
26,1.052488714282339,1.0485713054846855,0.8821766123290725,1.247386977669161
27,1.0548088437258685,1.053528640639728,0.8788431692541139,1.260116871219293
28,1.0567751627159758,1.0538959437648585,0.87673939781861,1.2834284105942815
29,1.0594065025986288,1.0594522010975556,0.8580374067473501,1.2727630460817445
30,1.0614100131704405,1.060005594624199,0.8534774313275527,1.2712103778015158
31,1.0639265562128697,1.0637256958545556,0.8702329308102114,1.2775665191384724
32,1.0655422379438724,1.0639729435825007,0.8743613863220595,1.268060297916812
33,1.0673511893270824,1.067552810031654,0.8468205465843418,1.2703273839128892
34,1.0695260625028682,1.0689523579147853,0.849117654967994,1.2807837047033475
35,1.0718292340309163,1.0705579298730672,0.8402988250558927,1.3104403573769439
36,1.074102519083735,1.0715938746934703,0.8406265733563505,1.3101807868987703
37,1.0758146849485246,1.0757878093392956,0.8438636828025982,1.2856036222152198
38,1.0779444005656642,1.0799828404961413,0.8350018979908237,1.300857539078643
39,1.0795081707200824,1.081287182567999,0.8381185471306969,1.3224255989173435
40,1.0820651927222487,1.0816557323505953,0.829811181231948,1.350018435694495
41,1.084461008459831,1.0842098632902561,0.82714905490378,1.3517063251390573
42,1.0867859571262222,1.08615699835944,0.8135426997124711,1.3800374023382331
43,1.087479385188781,1.0847796465297714,0.8235716083993351,1.3570737416372145
44,1.090025524216963,1.0868538026923376,0.8077772982463093,1.3558952787528884
45,1.092929419795042,1.0918218396279527,0.8116260332524716,1.367118936908942
46,1.0942257591062416,1.0949986259719475,0.8116587907351617,1.359164923096013
47,1.0954599937607161,1.0971080153079842,0.8211499055823585,1.352685970288573
48,1.0971555475519201,1.098730408970539,0.8358231562484232,1.361346053057961
49,1.1001418297298988,1.100980712459544,0.8402931293015179,1.3942747523764194
50,1.1017691574138324,1.102246243095259,0.8384154395515013,1.4084693239734805
51,1.1035732557568863,1.1039947026646502,0.8475076953047923,1.4024291446933732
52,1.1043892042119503,1.102074480218136,0.8443763393040458,1.3877631631842076
53,1.1070578366163573,1.1064683647995828,0.8376429395849208,1.393493107256463
54,1.109277981522875,1.1085168195625665,0.8508370720594961,1.3950719664701425
55,1.1106024993857293,1.1116062520457142,0.8550286953452227,1.4031495757729138
56,1.1123750934804912,1.1147783469747043,0.8441075289575051,1.4076481185617782
57,1.1139606765839025,1.1133952846763497,0.847847908982795,1.4388146522297252
58,1.1164604366232314,1.1139877727593628,0.8474481387315668,1.4367511681339338
59,1.117777134854435,1.1130141110689407,0.8617158638328549,1.419231856017198
60,1.1210486231666594,1.1212724333025035,0.8704874885228119,1.4215155073924564
61,1.123352645698731,1.1211760182128887,0.8605467218777283,1.442809778997597
62,1.1262021794690835,1.1264719846111115,0.8544979871482418,1.4756993331164714
63,1.1285090811651,1.1268245964544734,0.8573817700119463,1.4993893200003494
64,1.1303617537051567,1.1274136244764759,0.8558868633312722,1.5159837279186714
65,1.132732914429759,1.1326570821900717,0.8570975582243886,1.5371046849804337
66,1.134957105044466,1.1349665191215283,0.8635324035745178,1.5511933258317772
67,1.137972950570202,1.1368095422692943,0.8636240300991552,1.5589748550338167
68,1.1412203531814618,1.1380871633393435,0.865172184129012,1.55380511186844
69,1.1432669899949044,1.141394183374492,0.8433224272778038,1.5491509351711479
70,1.1460044557389035,1.1438759648747547,0.8298561119362227,1.5226339730649499
71,1.1486540962864005,1.1442210354080562,0.8254345912104336,1.516674568828288
72,1.1503079260764155,1.1457503206947979,0.8352555026097119,1.5233357533799066
73,1.1529180648601316,1.1487217739132414,0.8292489469471093,1.5210789690483932
74,1.1558117350753037,1.150320525189899,0.8158411368676723,1.530335440320877
75,1.1573702218611568,1.1556398842007063,0.8248025463784313,1.547442318529224
76,1.1585416051189754,1.1568255946649009,0.838872209809693,1.578976038395446
77,1.1605874259554538,1.1606073612151135,0.8646673658428197,1.6064891250075373
78,1.1643589659370297,1.162381872665561,0.8504269438774489,1.6053986076425186
79,1.1666275590004007,1.1623011094509494,0.839404430320924,1.5907083263927893
80,1.1700453259507533,1.1697138770413742,0.8329394423800385,1.578138000558177
81,1.1721121514618422,1.1733307746501738,0.8275292629672316,1.600531164929922
82,1.1735060821597911,1.1729235396248119,0.8286859540248842,1.6024850953048204
83,1.177785421695547,1.1771126448186728,0.821718970267029,1.6283021972608067
84,1.180417347781371,1.1792149547011497,0.8099111646834369,1.6107643467741781
85,1.1835010841943705,1.180255742276274,0.8122532323899887,1.6080968686729662
86,1.1861664253915325,1.1851193950287933,0.8010940307549134,1.6153967701459888
87,1.188833255261802,1.185933007595493,0.7926677445099443,1.6450947133340577
88,1.1920415176215107,1.1910070014257452,0.7976928143259916,1.6509235284369232
89,1.1943872049448876,1.1939068012709992,0.7907789034491404,1.6420820954996107
90,1.197183018082626,1.1937769076454456,0.7896765949444386,1.6641348132999256
91,1.1983506907074086,1.1969850165698046,0.8009744603082548,1.6782620604071654
92,1.2009724673151914,1.2019584266712555,0.8030835005372481,1.6666919500085582
93,1.2033475964856815,1.2058361805414834,0.8155763635364974,1.6513710001347026
94,1.2071410314303213,1.2085488694992979,0.813892791353285,1.6620362273217422
95,1.20962681576937,1.2087278598612199,0.8216464175261761,1.6932185246676068
96,1.2117480734758472,1.206204971830067,0.8185577835163338,1.6792244206958482
97,1.214026574812987,1.2144389462863017,0.8071266155017245,1.683444997130462
98,1.2158661481670463,1.2143162875780917,0.8008040751310327,1.6656795850192643
99,1.2182055771173428,1.2193333780541888,0.8020294116847567,1.678606441243356
100,1.2201972949892026,1.225298479979017,0.8008579332184201,1.6613631844502532
101,1.2222794996005122,1.2231403476224134,0.8012095194717122,1.677394769972653
102,1.2249225760249374,1.2276854617354482,0.7951670944538376,1.671379085634675
103,1.22827159318848,1.228312199568344,0.8077036450661336,1.7033622152237815
104,1.2310238656729786,1.228548011498828,0.8048021042316039,1.7105506616660227
105,1.2342963039338868,1.233485271562274,0.8167293349248036,1.7355729810196687
106,1.237053973049418,1.2363114672695406,0.8435169002931195,1.713937599660147
107,1.2396572934644148,1.2346412079921678,0.8649832154990786,1.735041994785007
108,1.242694542109535,1.2386235847700369,0.8597357968886535,1.7446324246864355
109,1.245409329502935,1.2403665254634282,0.8518152735457838,1.7189959093541607
110,1.2479367847279499,1.2421645289064998,0.8824013687608927,1.7369740294821698
111,1.2505454877421043,1.2453442992008195,0.8763839032280091,1.7449637949346475
112,1.2526209459685294,1.2507815789956462,0.8840104235410114,1.7250424992187239
113,1.2548785714913182,1.2518629522328761,0.8883951352779582,1.750210748886352
114,1.2579038543558914,1.2584754926654953,0.8856953626673829,1.742138266561173
115,1.258579023113972,1.2616699776792484,0.8869361735813965,1.7485885589731065
116,1.261150165004697,1.2664375838281536,0.8856842759004041,1.7535307387987775
117,1.2650659421054204,1.2686522523313206,0.8938398321154687,1.7577073931797005
118,1.2684556693586126,1.2633123214231472,0.881529030395451,1.7893262121959455
119,1.2707570611707988,1.2688436376534828,0.8605572937732195,1.7515052320695887
120,1.2728723774227984,1.2660367491665254,0.8640620912071856,1.7846341604287204
121,1.2744151293964998,1.2691782372382945,0.868644579278832,1.7825473999602583
122,1.27715335269363,1.262608914127362,0.8613081590106665,1.8311418927186347
123,1.2784339234332762,1.2684528724212876,0.8536323030231883,1.8446771468873735
124,1.2814157242579725,1.2692165763469538,0.8552330214260331,1.8714121092100808
125,1.2841643213756142,1.2726638545087976,0.8615951350431327,1.9340307548484499
126,1.28699536508781,1.277046742145074,0.8691594483892161,1.9320669945388536
127,1.289278743905595,1.2804946596189986,0.8696631868806457,1.9517431301603052
128,1.2927599663967744,1.288671455936014,0.8712192705885925,1.9570312794034816
129,1.2943915149452399,1.2842039120184072,0.8747064072178031,1.9236503798487081
130,1.2979092838539268,1.2881703808103349,0.8947350139692148,1.9223157915556286
131,1.2996989698766643,1.285180874745787,0.8943068386644902,1.9117946428331092
132,1.3018167098888036,1.2937019400651133,0.9025353596480477,1.8984035636919336
133,1.3043093797475749,1.2994513993452559,0.9229016224594772,1.9069427908354728
134,1.3073152215102084,1.2907890396120112,0.9213141378176375,1.8807857199874973
135,1.3093864884215958,1.293951431554026,0.9242629019209196,1.86005216187285
136,1.3110673788582998,1.2938174297352338,0.9268254739480765,1.876082622218407
