,NIO,NFLX,PFE,MSFT,V,PYPL,CRM,ATVI,VG,TTD,IONS,NVAX,AMGN,RDFN,SNAP
2018-09-13,0.687878787878788,-0.0048114610082442555,0.010849056603773555,0.01110414614489108,0.007163323782234832,-0.002380694730007571,0.01827777062685043,-0.0011175959269837943,-0.018815331010452963,-0.0014400329150381364,0.001332149200710564,-0.017123287671232834,0.017192982456140316,-0.05010121457489891,0.016304347826086918
2018-09-14,-0.11085278276481159,-0.009859575739468163,0.0025664955669622014,0.003896909042600205,0.0014224751066855834,-0.01540297212278996,-0.004613828845910661,0.010318249627051301,0.010653409090909172,0.003158906743579326,0.019955654101995624,-0.017421602787456525,-0.011580347903217825,0.02823654768247219,-0.0064171122994652885
2018-09-17,-0.14184611967572258,-0.038843473967191566,0.0009308820107050142,-0.010322011468901549,-0.011228354978354949,-0.02335573427343829,-0.01631849641247074,-0.029408145687215503,-0.014054813773717534,-0.023480284775465488,0.04652173913043489,-0.021276595744680882,0.001146674643533796,-0.005181347150259086,-0.013423035522066584
2018-09-18,-0.09530476112045738,0.04928934299902954,0.011857707509881577,0.009270814761989543,0.01005609522506501,0.012182741116751217,0.007035889491350478,0.009508113590263712,-0.0014255167498218313,0.014581142656852286,0.025342750311591278,0.007246376811594235,0.0076191424729843416,0.00885416666666683,-0.005488090951741853
2018-09-19,0.10533159947984383,-0.002059023527811843,-0.0057444852941176405,-0.013425189895778122,-0.0012190992211310592,-0.004680708793045829,-0.01993461957566811,-0.0007534848675122552,-0.04925053533190571,0.0009673184550542668,0.012358184764991842,0.021582733812949728,0.004250271819709273,-0.01652039235931857,0.004388370817334009
2018-09-20,0.030588235294117583,-0.004205585824749836,0.011324243124566591,0.016830796777081325,0.012070251576591806,0.014332101668346198,0.01713538260300851,0.013572954631142498,0.020270270270270174,-0.011182439428453095,0.01660996597958775,0.035211267605633756,0.009744094488189026,-0.023884514435695614,0.006007646095030239
2018-09-21,-0.02085616438356175,-0.011961133159983595,0.006627056672760423,0.010829371368198615,0.004556113902847603,0.0013246495198144803,-0.000707304526749053,-0.004587724736515919,0.0,-0.00977312390924956,-0.03307086614173227,0.08163265306122458,-0.00043863924359099915,-0.03737563861253024,-0.008686210640608039
2018-09-24,-0.08129597892110563,0.023851736938334422,-0.002724177071509626,-0.0012194059750892938,-0.0055359167611552795,-0.011906074302722947,0.021684576282092527,0.004110612855007467,0.01986754966887405,-0.017835741980965825,0.02809446254071668,0.16352201257861632,0.01033692525232821,0.019553072625698498,-0.019715224534501807
2018-09-25,-0.03807106598984766,-0.0007846532644280035,-0.0029592533576144886,-0.0018313421121479712,0.003152246814218662,0.004462791476068428,0.0004408615694670992,-0.0012405408758218162,0.03391053391053389,0.10974734424346844,0.020198019801980216,0.07567567567567557,-0.003619516432604608,0.012054794520547807,0.01173184357541901
2018-09-26,-0.01055408970976257,0.023558082859463925,-0.002054794520547909,-0.002883103267517062,-0.0015377415257069593,-0.0019993335554815417,-0.003273528485992938,0.013166066327164216,0.0013956734124214165,0.007438069982536488,-0.0021350931677019958,-0.07537688442211055,0.0017921146953405742,-0.0016242555495397104,-0.007178354500276041
2018-09-27,-0.06133333333333335,0.007116402116402076,0.004346831388698291,0.002716200823622117,0.004687290745948758,-0.009571508069003865,0.013263437124992006,0.015937231825426057,-0.0027874564459929863,-0.0054571135079609645,0.006418984633340008,0.02717391304347827,0.010298312623894024,-0.01952277657266832,-0.021134593993325845
2018-09-28,-0.008522727272727182,-0.016653970422128128,0.0038724373576310978,0.0004369101712686785,6.664889362850701e-05,-0.012810428137993046,-0.008726547403852147,0.004102811632677561,-0.01048218029350112,-0.025821444709831498,-0.0030923850019327626,-0.01058201058201047,-0.007944104134762653,0.034292035398230114,-0.036363636363636376
2018-10-01,-0.05444126074498579,0.018912782155736663,0.004765146358066685,0.009607826011005294,0.0052649116961012155,-0.0035287421741603264,0.004967616173048972,0.0007210671794255497,-0.010593220338983023,-0.048770790537406294,-0.029274912756882432,-0.005347593582887722,-0.001881331403762787,-0.029946524064171087,-0.014150943396226578
2018-10-02,-0.1025454545454546,-0.011116063235718232,-0.0013550135501355642,-0.0038930703348041273,-0.00762397242110846,-0.0098240804203793,-0.01608059066449752,0.0013210039630118242,0.017844396859386213,-0.07091605712295368,-0.030157779109246996,0.005376344086021501,0.0036730945821854544,-0.0330760749724367,-0.02154306220095692
2018-10-03,0.06194286871961108,-0.0004772130756383053,0.0133423790140208,0.00017370158068441555,-0.0016033135145968602,0.005537609598523119,0.0117647058823529,-0.0044375149916046075,0.021739130434782705,0.04108870060733283,-0.012355848434925876,0.11229946524064172,-0.003996725574228255,-0.010262257696693311,0.004291006002518305
2018-10-04,-0.011144496907839363,-0.035834593246863444,-0.0020084802499442667,-0.02005904828065308,-0.01793241886918684,-0.03235429095915554,-0.02646134506599629,-0.03192386459462726,-0.010981468771448233,-0.018941303564998124,-0.010008340283569672,0.014423076923076872,-0.01629278669502998,-0.015552995391705071,-0.05133292757151542
2018-10-05,0.004823151125401992,-0.03339752407152674,0.0041368515205724155,-0.006468763845812964,-0.009640934795939415,-0.013753853450320097,0.0010329911550133186,-0.009706321553011432,-0.015961138098542715,-0.02070180590221693,0.026326874473462603,-0.01421800947867291,0.0025556593109550274,-0.02691632533645416,-0.002989747603710957
2018-10-08,-0.030400000000000094,-0.00651753187613846,0.008573655494933607,-0.01123795932929006,-0.02383818926077541,-0.03173839865352246,-0.04134150274105142,-0.02450364413169137,-0.015514809590973067,-0.011244377811094441,-0.07654422327108557,-0.009615384615384581,0.007892543752144654,-0.009621166566446182,-0.03732303732303721
2018-10-09,0.21825082508250837,0.01899332512103591,0.004195186575402854,0.012628540501533614,0.003382902248220576,-0.0062080953563447006,-0.0009418729817006755,0.0001288161793122633,-0.002865329512894088,-0.022592873388931123,-0.002000000000000113,-0.009708737864077666,0.0019455252918287869,-0.015786278081359906,-0.06417112299465244
2018-10-10,0.04976566521279757,-0.08380657857745288,-0.020888302550571614,-0.053447354355959376,-0.04804382945845331,-0.056721639180409844,-0.07198653198653193,-0.052163833075734134,-0.06537356321839083,-0.07997207570586407,-0.018926742373636007,-0.056372549019607865,-0.023155339805825292,-0.04503392967304132,-0.05857142857142861
2018-10-11,-0.07356129032258063,-0.014329988646475722,-0.038850213339321926,-0.0031996988518727676,-0.013207407953958472,0.005695364238410772,0.010376605471301037,0.003533088734882339,-0.005380476556494984,-0.0068291037855156,-0.016114389468906087,-0.007792207792207906,-0.03657506336033389,0.03165374677002575,0.03338391502276172
2018-10-12,0.03622613128316554,0.05715708859971347,0.022897196261682407,0.03417673716012093,0.04688200986989677,0.04095877782167778,0.053863832232117215,0.05511171293161832,0.011591962905718622,0.04456706281833611,0.037831603229527166,0.03141361256544495,0.01800175375251456,-0.019411396368190337,0.05580029368575645
2018-10-15,0.051075268817204256,-0.018964603333529673,-0.015303791685701285,-0.018258170531312734,-0.019927148060852717,-0.022899797570850255,-0.032642769524328874,-0.028875770020533875,0.007639419404125158,0.006582689963429589,0.002889531006890378,-0.015228426395939132,-0.00927239562221327,0.028735632183908066,0.030598052851182223
2018-10-16,0.026854219948849067,0.040373416581617416,0.018789144050104456,0.03115119955365442,0.032939804693193464,0.043506409426388615,0.03909827404015509,0.04043874719175378,0.04245640636846093,0.04763442596479894,0.05252659574468099,0.04381443298969079,0.03482841507697021,0.059590316573556956,-0.021592442645074206
2018-10-17,-0.031133250311332406,0.052280792867653414,0.01479963570127496,-0.0015330507710343833,0.005220826866092709,-0.006080158828638882,-0.003254237288135564,-0.0054617045598882585,0.008727272727272695,-0.011713933415536282,-0.0031585596967782514,0.0024691358024691024,0.0021745576752001394,0.0061511423550089095,-0.026206896551724146
2018-10-18,-0.03856041131105392,-0.049381700529187555,-0.012340139107022585,-0.01996026011560692,-0.022178551375631628,-0.03196004993757784,-0.028363487960821776,-0.08314176245210714,-0.020547945205479312,-0.027058640049906546,-0.020701309674693746,-0.039408866995073843,9.862905612001427e-05,-0.04046579330422129,-0.03541076487252126
2018-10-19,-0.021390374331550777,-0.04081338332852602,0.010449795547478269,0.0003686296193898819,0.005455067470571562,0.09337116327057005,-0.016800840042002108,-0.028416213957375813,-0.009937430990062723,-0.02781117255750576,-0.024805867126833414,-0.02564102564102566,-0.004930966469428033,-0.06371359223300976,0.001468428781204123
2018-10-22,-0.040983606557377095,-0.009081341151706668,-0.00247302158273377,0.009949332105020803,0.003997715591090634,0.007666902571361156,0.017586329654681432,0.00043010752688177334,0.024535315985130035,0.025638911788953056,0.03295731032957305,0.010526315789473717,-0.018880079286422213,0.03564484769928722,0.004398826979472137
2018-10-23,-0.02991452991452992,0.010833611507298446,-0.006535947712418277,-0.013864818024263426,-0.010238907849829282,0.025166803230715074,-0.015813042261404897,-0.011464603038119803,-0.01669085631349776,-0.013342978860220178,0.045019271948608,-0.04166666666666663,-0.0017677660487904756,0.028785982478097605,-0.0036496350364962904
2018-10-24,-0.0939794419970631,-0.09404082858000617,-0.036070780399273916,-0.05300157247248172,-0.034770114942528574,-0.051381593971226325,-0.05232475472771214,-0.025079733256016312,-0.0273062730627307,-0.07274949083503057,-0.05701358949559854,-0.08152173913043481,-0.050799433313094444,-0.018856447688564648,-0.03443223443223453
