,NIO,NFLX,PFE,MSFT,V,PYPL,CRM,ATVI,VG,TTD,IONS,NVAX,AMGN,RDFN,SNAP
2018-10-25,0.04376012965964349,0.03683207687846912,0.02165215344786997,0.057823793709709026,0.0457725513545697,0.03430428502648053,0.05656414103525864,0.04609665427509291,0.014415781487101542,0.021261641187840574,0.049109083007388143,0.0769230769230771,0.002025586353944453,0.043397396156230617,0.06373292867981784
2018-10-26,-0.017080745341614967,-0.041675988366518424,-0.01888965676111476,-0.012373037857802416,-0.019713899366592957,-0.029908064703828785,-0.03805737006532239,-0.021734186211798123,-0.02169035153328336,-0.050326909841706735,-0.010149130074565083,-0.02197802197802201,-0.010479838280668119,-0.06595365418894816,-0.10485021398002847
2018-10-29,-0.02211690363349128,-0.048724028681007336,0.01479220474289722,-0.026832460732984176,-0.024175983737476536,-0.025911708253358867,-0.03314142308827861,-0.05203353627526486,-0.030581039755351758,-0.011504665277651926,0.003557229545930074,-0.0393258426966292,0.0119886027632925,-0.05884223918575071,-0.043824701195219196
2018-10-30,-0.03877221324717284,0.002033024108461623,-0.007635354002776484,-0.003266404073398066,-0.01227587233092775,-0.0038177339901478424,0.008931979540422796,0.034334763948498104,0.018138801261829762,0.055901759530791795,0.023144286905754763,-0.0029239766081871066,0.0059551636209094205,0.04494761743832387,0.07000000000000006
2018-10-31,-0.0019327731092436684,0.05587432649919544,0.0037304733038003857,0.029301204819277116,0.03826453751129866,0.0407961429101249,0.03851392251815988,0.022525192649673897,0.0271107668474051,0.07229647630619684,0.008762991644589269,0.032258064516129004,0.017844223467345488,-0.0019404915912031306,0.029595015576324046
2018-11-01,0.11307569251494476,0.051559031114351006,0.014634146341463428,-0.008240471954302886,0.021619268717353313,0.009977431999049768,0.016830601092896247,0.004637681159420204,-0.006033182503770718,0.023553217320922748,0.04808080808080817,0.07386363636363624,0.000415066929542407,0.05119896305897598,0.09379727685325268
2018-11-02,-0.018154311649016708,-0.026028044745549206,-0.017628205128205177,0.002266074969313747,-0.007953415707996014,-0.01799364930024694,-0.019704786471768432,-0.005193306405077869,-0.12518968133535668,0.011782381780800266,-0.003662297609869025,0.010582010582010692,-0.030235452753863634,-0.012330456226880337,-0.0567081604426003
2018-11-05,0.027734976887519247,0.019832411271798023,0.014215800512701104,0.012623645784267445,0.0006442376521116344,0.006467065868263511,-0.010086981945764184,-0.06699535962877012,-0.026886383347788256,-0.03860883157483386,-0.0036757593344940442,0.015706806282722585,0.015562329536338737,0.003121098626716723,0.011730205278592365
2018-11-06,-0.04047976011993992,-0.014719878180318613,-0.01194852941176483,0.0020467020187924234,0.007082051648902077,0.007615421227986641,-0.011297349184080319,-0.0015542430836184007,0.024064171122994527,-0.007397772538818015,0.04058252427184472,-0.010309278350515427,0.004370721432332747,0.025513378967019218,0.02753623188405796
2018-11-07,0.04999999999999982,0.05447871723871467,0.032558139534883734,0.03945780336087634,0.02848415968177287,0.04192253188474249,0.05877520537714709,0.013231631382316422,0.02001740644038308,0.0809172809172809,0.014554954282515187,0.02604166666666674,0.035704923189849636,-0.06310679611650494,0.015514809590973178
2018-11-08,-0.004464285714285587,-0.02934351145038172,-0.012387387387387316,-0.0015183994283671787,0.003107949444022484,0.00929389096679123,0.0007053678493333937,-0.039791058534337176,-0.0025597269624574315,-0.07546597969389301,-0.029244068420084535,-0.060913705583756306,-0.0077452667814114085,-0.03562176165803099,-0.025000000000000133
2018-11-09,0.010463378176382543,-0.04539306049262326,0.010262257696693089,-0.02021647732355314,-0.009088405397962185,-0.025491297024143655,-0.03510255868048229,-0.12,-0.04020530367835751,0.005572856908703461,-0.02406214475180002,-0.02432432432432441,-0.014591092291209584,0.011417058428475402,-0.03276353276353272
2018-11-12,-0.017751479289940808,-0.03048177684044029,-0.004288939051918739,-0.023829087921117487,-0.028696498054474717,-0.03457017746024427,-0.04667981591058501,-0.019454545454545502,0.0053475935828875,-0.09625101874490627,-0.024461269656377405,-0.05263157894736836,-0.008076624385192854,0.019256308100929598,-0.020618556701030855
2018-11-13,0.019939759036144755,0.00064579721967295,-0.013148945817274993,0.00018705574261135283,-0.0005007511266900133,0.00011936022917180544,0.01233716475095803,-0.025588726126460237,-0.020390070921985748,0.01145279105419772,0.029850746268656803,-0.011695906432748537,-0.0002087791638394343,0.016286644951140072,0.010526315789473495
2018-11-14,0.04984938869529265,-0.026154891304347783,-0.014013324144268258,-0.018047503272863197,-0.0017177211565989614,0.0033416875522136458,-0.02066459768374851,-0.01788772597526156,-0.025339366515837236,0.03869472182596301,-0.032657004830917824,-0.01183431952662728,-0.006630122683372486,-0.029487179487179382,-0.03720238095238093
2018-11-15,0.03234880450070321,0.011963725148238513,0.006756756756756799,0.0225692791162746,0.01735015772870674,0.032235042226715915,0.024115010047920826,0.037783375314861534,0.005571030640668662,0.0585407725321887,0.0327606871753896,0.06586826347305386,0.011614462896783806,-0.005284015852047519,0.05564142194744992
2018-11-16,-0.02043596730245223,-0.013442250025850422,0.0072899791714879925,0.009219593965356765,-0.01183932346723049,-0.019935469002074213,0.0006037735849058201,-0.048917102315160665,0.014773776546629813,0.015711157963023137,0.039071566731141205,0.016853932584269593,0.009195282871837351,0.010624169986719778,-0.051244509516837455
2018-11-19,0.08762169680111254,-0.05446668762883011,0.015738081562320483,-0.034788225523669,-0.03901012694337469,-0.05749559082892419,-0.08749434303816572,-0.035335689045936314,-0.030027297543221088,-0.09226992395664924,-0.0005584512285927712,-0.04419889502762431,0.003346031092350543,-0.036793692509855536,-0.06790123456790131
2018-11-20,-0.0210997442455243,-0.01326485368016539,-0.015381135489708209,-0.02762906309751434,-0.011428571428571344,-0.030688622754490913,-0.002727723590676079,0.0024420024420024333,-0.02157598499061919,-0.003869832893579561,-0.0076364313652448335,-0.023121387283236983,0.00820891693602177,-0.017053206002728527,0.011589403973510048
2018-11-21,0.007838014369693003,-0.018423516195469114,-0.009189065012634945,0.013469668665814671,0.00930861046467979,0.018275418275418343,0.02469954413593034,0.03329273244011377,0.019175455417066223,0.04670669256577775,0.009009009009008917,0.01183431952662728,-0.01816701440130275,-0.002081887578070707,0.03764320785597364
2018-11-23,-0.033052495139338944,-0.012551024300919478,0.0003477857639693216,-0.0005820721769499437,-0.011974711788768966,-0.014661274014155845,-0.012921620965784975,-0.01630648330058937,0.007525870178739513,0.00674820750738081,0.006138392857143016,-0.005847953216374324,-0.0015548875298020404,0.02294853963838661,-0.02050473186119872
2018-11-26,-0.012064343163538882,0.010697728326379163,0.0047514196314752954,0.033779848573092686,0.02326106594399291,0.03719856336582872,0.035953536967611166,0.016776512881965244,0.010270774976657293,0.08412232928361951,0.03974856720281017,0.08235294117647074,0.008720930232558155,0.04418762746430982,0.04589371980676327
2018-11-27,0.014246947082767969,0.019383889697984547,0.017367935409457802,0.00657276995305156,7.356727727492185e-05,0.013851100667821026,0.009254864736592427,-0.003142801021410291,-0.01848428835489846,0.00030914290130623634,-0.01422475106685639,-0.021739130434782594,0.014872375463153675,0.006510416666666741,-0.015396458814472713
2018-11-28,0.08638127090301007,0.06037198140092981,0.018073641415870645,0.03666044776119404,0.04031190230984261,0.048914369358380005,0.10243749510149702,0.0055172413793103114,0.00847457627118664,0.048443173916402626,0.045454545454545414,0.09999999999999987,0.02139850920338726,0.053040103492884905,0.01798279906176714
2018-11-29,-0.039097614737645614,0.02114718155456541,0.01358574610244978,-0.008368577341851813,-0.016192900579833025,-0.020118618444004976,-0.006469500924214389,0.03008034489515965,0.006535947712418055,0.03773028739867357,-0.00897170462387864,0.005050505050504972,0.004765923645931425,0.051597051597051635,-0.016897081413210335
2018-11-30,-0.01130305515685881,-0.009211802188668683,0.015271368929905549,0.00626134301270409,0.01768130525407896,0.01708995964870641,0.0221109123434704,-0.051269856368305944,-0.01716141001855276,0.011575060360744072,0.014798050139275709,0.035175879396984966,0.029349276150007597,-0.009345794392523366,0.01718749999999991
2018-12-03,-0.0187945560596241,0.014994757077944731,-0.004544962666378161,0.010821534854360104,0.024295501094710126,0.026604434072345473,0.009031083730047573,-0.06557048325646675,0.02406795658329397,0.04366444366444355,0.021101389603705778,0.058252427184465994,-0.02577641242259876,0.01120283018867907,-0.02457757296466978
2018-12-04,-0.0647291941875826,-0.05186128998932471,-0.01793673225350567,-0.03202783477562676,-0.04316348341722398,-0.043305296658331494,-0.033788940539790535,-0.0019313304721030322,-0.07465437788018436,-0.05757718436806336,-0.05964381720430112,-0.06422018348623859,-0.025941072132440013,-0.019825072886297423,-0.020472440944881876
2018-12-06,0.039844632768361476,0.027675879853267027,-0.004206331636041782,0.006359447004608221,0.016502125819701563,0.019603184032315424,0.019890851644406293,0.03547624166845842,0.021912350597609542,0.012204696310041951,0.0012506700017866912,-0.009803921568627416,0.0066516603859481105,0.04521118381915534,-0.04019292604501612
2018-12-07,-0.04918433599108951,-0.06294398303587212,-0.023566029346376083,-0.04038831394816367,-0.02778959308095852,-0.03542297832673025,-0.043159895796662684,-0.019725913621262414,-0.015594541910331383,-0.05838386687350161,-0.051748750892219864,0.014851485148514865,-0.03773679714587197,-0.006829823562891302,-0.027638190954773822
2018-12-10,0.0014285714285713347,0.01719846119031465,0.011042805100182074,0.026531780874212707,0.005031354819892364,0.02609325924136252,0.01008094186902131,0.014191908493963235,-0.002970297029702862,0.008387000149767898,0.004140007527286382,0.039024390243902474,0.013524804177545757,-0.026361031518624678,-0.0249784668389319
2018-12-11,0.00855920114122699,-0.015758249907304456,-0.008670194797883113,0.010226850130159892,-0.007545527098599902,0.006828349423122271,-0.003351059954833646,0.006683375104427736,0.004468718967229446,0.023986335957225435,0.010494752623688264,0.04694835680751175,0.01076820031943937,-0.010005885815185245,0.014134275618374659
2018-12-12,0.06647807637906644,0.03552458090035793,0.0034075420263515177,0.003865267807841022,0.007675999707581038,0.012160898035547207,0.02397485563920765,0.004979253112033177,-0.014335145823035078,0.03937921531655664,0.040986646884273004,0.10762331838565031,0.0012233662962584102,0.014863258026159398,0.030487804878048808
2018-12-13,0.023872679045092715,0.00414726426076828,0.008603124292506203,0.0024752475247524774,-0.0025391758560650013,0.011321626617375236,0.00728103362124366,0.0016515276630884035,-0.033099297893681046,-0.03007256488975718,-0.04845893461606998,-0.07287449392712553,0.0049893086243764095,-0.01698886936145283,-0.00591715976331364
2018-12-14,-0.002590673575129432,-0.033729439895659796,-0.015824915824915742,-0.030452674897119336,-0.01745581496836135,-0.018505825908156304,-0.028984480192757456,-0.01607584501236603,-0.01556016597510379,-0.017840443133587458,-0.008987081070960468,0.05676855895196509,-0.02725430597771017,-0.05125148986889161,0.006802721088435382
2018-12-17,-0.07792207792207795,-0.014060215215027538,-0.016991675219523272,-0.02914544425580068,-0.02701902435413428,-0.021298882681564213,-0.0451758867318639,-0.01382488479262678,-0.04109589041095896,-0.08825899069801502,-0.020215378802191597,-0.05785123966942152,-0.010207270076033836,-0.033291457286432125,-0.05996621621621612
2018-12-18,-0.005633802816901401,0.030422878004259246,-0.016241299303944357,0.009812493927912058,0.009586122945830722,0.016886669045070857,0.011159519987770317,0.0053101104502972785,-0.0016483516483515315,-0.005543059125963978,-0.011376783648283761,-0.05043859649122795,-0.015731874145006874,-0.01624431448992858,0.017070979335130243
2018-12-19,-0.03222379603399439,-0.01579568940064946,-0.010141509433962304,-0.0022128150856263185,-0.010926902788244042,-0.017892644135188873,-0.009524529442890506,-0.021128248468201938,-0.012658227848101333,-0.0180143791905647,-0.007996879266627732,-0.002309468822170868,-0.008766771796653638,-0.039630118890356725,-0.044169611307420475
2018-12-20,-0.04354189535309172,-0.022873856307184748,-0.00023826542768634607,-0.022080802237006925,-0.018514285714285816,-0.017861395570373917,-0.025719300923452648,0.01575652924670856,-0.035674470457079166,-0.03751233958538991,-0.021431380259535948,-0.05092592592592604,-0.002211076956263769,-0.021320495185694566,-0.061922365988909434
2018-12-21,-0.07268553940321354,-0.055184588226264486,-0.00023832221163011535,-0.033030960362847694,-0.03718366713243282,-0.05261881668283219,-0.037599874667084476,-0.02592435189120268,-0.05317919075144517,-0.08914529914529923,-0.020695197910387764,-0.06829268292682922,-0.027078153713112174,-0.00913562895291642,-0.016748768472906406
2018-12-24,-0.021171617161716116,-0.048943948009748106,-0.03313468414779497,-0.041093096767614856,-0.01781826977344192,-0.014333248016380917,-0.011720657659124223,-0.04079406631762661,-0.009768009768009733,-0.019986863094679563,0.015798112433319522,-0.09424083769633507,-0.008943947558468945,-0.012765957446808529,0.04208416833667328
2018-12-26,0.0722052699900535,0.08281016442451405,0.04018737672583805,0.06901318587834959,0.06895419471351172,0.07465593352375999,0.07774666447043321,0.05571980896065498,0.05672009864365002,0.06022596706242833,0.05352454049686939,0.1560693641618498,0.05353139013452912,0.07255747126436773,0.043269230769230616
2018-12-27,0.00943396226415083,0.007730535615682044,0.015643517421189967,0.005172585297920973,0.01305483028720622,0.018364141597197126,0.03255387436955526,0.013787160706592028,-0.015169194865811031,0.028989433757789174,0.017714723926380405,-0.06000000000000005,0.012822559191274507,0.018084393837910273,-0.011981566820276401
2018-12-28,-0.006230529595015577,0.0018395303326810275,0.0026837806301049927,-0.006940128649183586,-0.007656155245603369,-0.013288646340016697,-0.005032563647128563,-0.006141096472588203,0.010663507109004655,0.00263296471827279,-0.03285359053575465,-0.026489361702127567,0.0015759613364150216,-0.05263157894736836,0.0652985074626864
2018-12-31,-0.017398119122256972,0.040411767003945887,0.00954265099499585,0.004796275387723092,0.0019860973187686426,0.004930870423073719,0.012421898244570295,-0.00782536186953453,0.019343493552169022,0.012342436974789983,0.04713673548889741,-0.00010927767457102888,0.015105423266547735,-0.002777777777777879,-0.035043782837127835
2019-01-02,-0.010208964747168592,0.005090979001495244,-0.0031146974063400723,0.0017851829812556286,0.01288404360753237,0.024300071787509037,-0.006024538975828553,0.011528930072190358,-0.0034502587694078546,0.003112840466926059,-0.00018601190476186247,0.06557377049180313,-0.010282112224862971,0.013231197771587766,0.047205938401785774
2019-01-03,-0.0241740531829171,0.015840400493144502,-0.02589968986977309,-0.03474903474903479,-0.034020773746801236,-0.039609395988833285,-0.03570108655480808,-0.03280783979548363,-0.025389497980380704,-0.05344366864925443,-0.01283720930232557,0.05384615384615388,-0.012424954320020998,0.010309278350515427,-0.011265164644713943
2019-01-04,0.04706853839801828,0.09400169173623629,0.021723646723646794,0.04384615384615387,0.03997194950911642,0.04864996351252726,0.05664571516173522,0.0376651982378855,0.07282415630550632,0.07221564520535462,0.02336977007161689,0.03649635036496335,0.033620552941798554,0.03333333333333344,0.039439088518843146
2019-01-07,0.025236593059936974,0.06440985645611308,0.006273963053328835,0.003684598378776771,0.02032366824005405,0.008814660171653887,0.031483496554225665,0.030248354914030884,-0.008278145695364336,0.06064209274673016,0.04659300184162074,0.06103286384976525,0.013501764435124963,0.040157998683344465,0.045531197301855064
2019-01-08,-0.015538461538461501,0.011875059217383077,0.0024246622791823658,0.005677924620655972,0.0037993106314608838,0.019429753966428986,0.025458893030452234,0.029978366127537015,0.019476905954368462,0.025464445868033314,0.007390462783741114,0.019911504424778848,0.012464046021092967,-0.015189873417721489,0.03306451612903216
2019-01-09,0.034536646350992406,-0.0012172664565061053,-0.002188435844275527,0.014796067361043441,0.011339429407461799,0.008627495206947167,0.0009601536245797959,0.016603320664132726,0.004912663755458402,0.005231922536311107,-0.0005240174672489495,-0.01952277657266832,-0.00323963317384357,0.014781491002570535,-0.023419203747072626
2019-01-10,0.006797583081570968,0.014812500000000117,-0.024125591596444562,-0.006522781774580433,0.003254247194034443,0.01382009280483043,0.007331277834875083,0.010232192050373845,-0.00977729494839763,0.008855744581682812,0.00297098916462768,-0.017699115044247593,0.013650682534126712,0.036098796706776515,-0.003197442046362853
2019-01-11,-0.012513128282070518,0.04060294389357644,0.012065294535131166,-0.0073380322487205385,-0.005767844268204647,-0.0005635760055585637,0.001224323221330259,-0.09300740163615129,0.0010970927043334466,-0.01998151998151998,0.00731834814427601,-0.011261261261261368,-0.009730169692186208,0.036674816625916984,0.007201283079390386
2019-01-14,0.02862525829585505,-0.015551953182566303,-0.009817671809256745,-0.006711409395973145,-0.005221174764321934,-0.0013242124522317988,-0.009035326086956452,0.016853860195425785,-0.012602739726027434,0.008760557847181216,-0.024217263449230364,-0.04391799544419139,-0.018717543182355856,0.01031839622641506,0.008774025064093527
2019-01-15,0.010339734121122657,0.06507950822136044,0.007200188857412693,0.0260477869173521,-0.0008383146231230043,0.011990068497313322,0.021457462123808835,-0.010977871078653001,0.025527192008879096,0.015577537191370006,0.03173196241801102,0.014962355856285248,0.011421899588811568,0.0037934053107673282,0.03314917127071815
2019-01-16,-0.01754385964912286,-0.01003640776699033,-0.01453181764912681,0.005821721702615079,0.0024440958669245116,-0.011737729977616351,-0.003355704697986628,0.005658765748451922,0.0005411255411253979,0.0012654344658333816,-0.018213058419244033,-0.018779342723004744,-0.0029105601284883376,0.009302325581395321,-0.13860962566844914
2019-01-17,0.01488095238095255,0.008712698199558222,0.009751456772505662,0.006736882057121196,-0.0005822416302766475,-0.001767760468456614,0.009292929292929353,0.00605159783416509,0.010275824770145991,0.020752939374210078,0.00630031501575079,0.004784688995215447,0.01610741160404139,0.03513824884792616,0.016371634325446083
2019-01-18,-0.01758064516129032,-0.042111808264089,-0.00035331527499704585,0.01413760603204528,0.008083309059132127,0.007526286662977277,0.016746730717907665,0.02701561840438993,0.01070663811563155,0.04116328141649239,0.00886956521739135,-0.023809523809523947,0.00896661052214398,0.027267668336115936,0.07066194307254658
2019-01-22,-0.020163878151072345,-0.0424285967189898,-0.007540056550424112,-0.02123605947955387,-0.005887452141876692,-0.014610567944633668,-0.025723472668810254,-0.0364775996711878,-0.022245762711864292,-0.03610810810810805,-0.011032580589553587,-0.012195121951219523,-0.011292777532282527,-0.12513542795232946,-0.03564792176039122
2019-01-23,-0.005331302361005319,-0.009090093951410028,0.0,0.011631771352608844,-0.003160992624350545,0.007134894091415767,0.0062638916952919566,-0.01930254878959159,-0.009209100758396649,-0.00015029161058777163,-0.003137528324908434,0.01975308641975304,9.931966032672435e-05,-0.01826625386996894,0.008231496036374075
2019-01-24,0.006125574272588086,0.016474703815417158,-0.02765906932573592,-0.0029097052750141073,0.004009330806239886,0.021031658180207913,-0.014859437751003957,0.02740321879077867,0.007654455986878084,0.009825762657615034,-0.003846826368246181,0.009685230024213176,-0.0012413724613933308,0.01662567013560401,0.03436714165968158
