,TSLA,ROKU,TDOC,MSTR,SQ,SHOP,TTWO,TWLO,SPOT,NTLA,CRSP,EXAS,Z,TWTR,TER,DOCU,CGEN
2018-09-19,0.04952093496648313,-0.020119328430692196,-0.020142949967511314,-0.012474983322214861,-0.03580766170285332,0.014296278037958965,-0.01582994120307546,-0.029745871881953434,-0.025243603624138133,0.00031269543464662597,-0.023321421854429203,0.01869158878504673,-0.011872759856630832,0.010609171800136874,-0.009071504802561248,-0.026167168674698815,-0.0065359477124183885
2018-09-20,-0.0024077046548957037,0.03214386859246665,0.0006631299734747298,-0.0034452475849489073,0.0200424428200896,0.015613608748481056,0.0029871323529411242,0.02377791188895584,0.008710394013796474,-0.015004688965301605,-0.05699980743308297,0.012007555315704188,0.01269553389254141,0.011175076193701283,0.01696284329563813,0.00927894838584975,0.03947368421052633
2018-09-21,0.0023129525341913926,-0.005076142131979711,0.03512259774685211,0.004202819956615977,-0.013985205732778505,-0.03379793025064293,0.008476517754868462,-0.012850742749351496,0.014372645609967982,-0.1501110758489369,-0.09189299571166021,0.01706439141447813,-0.04186254757107688,-0.04554588077695909,0.011384696849351394,0.006320628232139303,0.0
2018-09-24,0.002407946222534374,0.007859900717043677,0.00512163892445594,-0.0044619954097473435,0.008674246864377011,0.003900445765230298,0.02127820687566251,-0.004777260241251691,0.010169685196823375,0.011575802837938687,0.01821452664717782,0.032376458251409,0.00490654205607477,0.0031578947368420263,0.00654450261780104,-0.01294251998477347,-0.012658227848101333
2018-09-25,0.0044039635672104005,-0.00041045286632923617,0.02866242038216571,-0.005756751808732252,0.10822777454968047,-0.00622880049337049,0.005041892192481745,0.052562102484099205,0.0175329449691759,0.058324104835732804,0.0229681978798586,0.02348908075165057,0.017205301092769076,0.01818817768450498,-0.025227568270481338,0.029309679907443265,-0.012820512820512775
2018-09-26,0.02828898854010964,0.003832466465918394,-0.02724458204334368,-0.03559980904316984,-0.007371831842538534,0.005026684870299114,-0.007524898561416471,-0.03317751681678249,0.01128341948752154,-0.00662713637949075,-0.011873920552676998,-0.018235950874581297,-0.029028571428571515,-0.003091721058055663,-0.011472785485592274,-0.01629823904083938,-0.025974025974025983
2018-09-27,-0.0068043560283028715,0.019089173711480667,0.050286441756842715,-0.006152323032317386,0.03475596873019238,0.015375115776474324,0.018880547089868305,0.010966981132075615,0.012971309222820748,0.010533707865168607,0.015730828053309942,-0.03083143795804899,0.017184557438794767,0.013783597518952417,0.0024291497975710286,0.004760997905160824,0.013333333333333197
2018-09-28,-0.13900995251414805,-0.023280706449023247,0.047272727272727355,-0.0010673117973530877,0.010719754977029039,6.08124543906019e-05,0.006638943605457026,0.006182199930012899,-0.01877373846988606,-0.005559416261292527,-0.04637126263712621,0.02816166883963489,0.024299930571626938,-0.032290958531611236,-0.0045772751750134955,-0.0036012130401819054,0.013157894736842257
2018-10-01,0.1723504079782412,0.0478082191780822,-0.030902777777777835,-0.02785098653750262,-0.017474747474747532,-0.006445728184858668,-0.004420930569647652,-0.02909807558543942,-0.0023777925237780106,-0.052061495457721985,-0.04340215905553735,0.003931016992138048,-0.04450971531857206,-0.005971197752019597,-0.0018934271030565109,-0.07095301502758222,-0.05714285714285716
2018-10-02,-0.03043262231725652,-0.06366845339260019,-0.040128986026513824,-0.027476553341148846,0.005780816284568724,-0.04149580757696292,-0.021911625536871204,-0.0497910447761194,-0.007981819189623596,-0.0504976041282712,-0.06201367601980656,-0.01717822407477576,-0.0009458500827618233,-0.003886925795053009,0.0005420054200542257,-0.0497542997542999,-0.03305785123966942
2018-10-03,-0.01950814223994679,0.013264451270594613,-0.005847953216374213,0.005273864235666448,-0.009120709622486678,0.02343400804546314,0.013024709735040219,0.016964061321940394,-0.01145443370397281,0.008540372670807317,-0.021367521367521403,-0.012594782161675977,0.008520710059171543,0.029088329194749907,-0.009209100758396649,0.015082956259427016,0.03418803418803429
2018-10-04,-0.04470731789987459,-0.07923384318588944,-0.02277847309136427,-0.012965599940043648,-0.025376521559727583,-0.0718118292987272,-0.03107780471677335,-0.035956999876436524,-0.047196472982138804,-0.060816012317167156,-0.03519136912406873,-0.0570089808668488,0.0,-0.026887280248190315,-0.01776927282668117,-0.028444067077053603,-0.04958677685950408
2018-10-05,-0.07043003122338909,0.0017958695001496494,-0.028816598360655754,-0.002201974183750899,-0.0040209568162574705,-0.021308059420582226,-0.009781619654231077,-0.017944116893104267,-0.025093432995194842,-0.0024590163934425924,0.026624068157614422,-0.018840579710145078,-0.01807087538136576,0.006021962451292939,-0.027553576398552826,-0.01114266987109469,-0.0434782608695653
2018-10-08,-0.043703958166342316,-0.019121601434120117,-0.06382698140577614,-0.004185374020241883,-0.08554826190407872,-0.03509615384615372,-0.028868979248028226,-0.033020099190811836,-0.0053547523427041055,-0.005751848808545623,-0.05212655601659766,-0.03777168178940693,-0.022227533460803195,0.0024647887323943074,-0.012020606754436058,-0.04485196641626166,0.0181818181818183
2018-10-09,0.048974215694100875,-0.01797136765153806,-0.024510494435835972,-0.0006113403637476589,0.0008948285880301388,-0.001779486084418802,0.008831414603374999,0.002969361587258801,-0.012051878135323602,-0.027272727272727226,0.009028727770177936,0.023684210526315752,-0.0354436568076264,0.028451001053740876,-0.015063731170336103,-0.040943789035391975,0.02083333333333348
2018-10-10,-0.022525779079943797,-0.12391439205955335,-0.08389891696750906,-0.030126930723352152,-0.1008046257271239,-0.07244723331431824,-0.04408316398311707,-0.08410711882653743,-0.07436993002662717,-0.052251486830926064,-0.006507592190889477,-0.03798914595829761,-0.02762290927521549,-0.08469945355191255,-0.045588235294117596,-0.02026049204052105,-0.055393586005830886
2018-10-11,-0.017750788275137097,-0.0072579217560631015,-0.015762925598991173,-0.00031535793125203604,-0.10877784233972487,-0.013068880688807072,-0.0002452984464431651,0.02057008521892434,0.01960128445276954,0.008964589870013473,0.00846069868995647,-0.014103325415677048,-0.005473025801407405,0.00746268656716409,0.006163328197226425,-0.009108813392417425,0.08024691358024683
2018-10-12,0.027028098125470468,0.07703281027104136,0.05573350416399747,0.004810725552050421,0.07170747326526672,0.05313132886742489,0.055369264741964574,0.0797581341779443,0.03989239551210555,0.032430031097290035,0.020297699594046037,0.012196958289414361,0.00969601677148857,0.03685185185185191,0.01868300153139346,0.10906832298136648,-0.042857142857142816
2018-10-15,0.0015820953115956993,0.021357615894039617,0.006826456310679685,0.005337100698532327,-0.002838988779234719,0.004208548753337649,-0.009841909485430844,0.014933333333333465,0.004795255221149652,-0.03915662650602414,-0.04774535809018576,-0.022166022017256704,0.01193874902673242,0.021968208608680095,0.0,-0.018593189964157708,0.05970149253731338
2018-10-16,0.0654184003698568,0.031771762035986306,0.06765104715986126,0.022484190803341297,0.06778741865509752,0.07387493555277302,0.03326289426312923,-0.0023646873357856535,0.03346938775510222,0.09852216748768483,0.10194986072423418,0.02601551802829749,0.05950243652218523,0.04404054526389389,0.039987973541792066,0.08924902990184891,0.014084507042253502
2018-10-17,-0.01714037752223918,-0.04399057344854673,-0.013124470787468145,-0.00442849507520815,-0.009014728288471385,-0.057750342935528276,0.0004544765944554108,-0.025414801158809452,-0.032203183861951756,-0.0020383204239706743,0.004297269969666173,-0.020907473309608515,0.00411522633744843,-0.010713090056913344,-0.013009540329575131,-0.003562447611064612,0.016666666666666607
2018-10-18,-0.028881530537159805,-0.06327033689400163,-0.024453024453024552,-0.01825293350717072,-0.039461883408071774,-0.019362352598631505,-0.03944579043004248,-0.03094176462640197,-0.04344550477147158,-0.05269607843137247,-0.06242134407248923,-0.038618809631985496,-0.03182256509161041,-0.009137055837563413,-0.039543057996485054,-0.028601472134595185,0.0382513661202184
2018-10-19,-0.014813411630990592,-0.050877192982456076,-0.016417472881852913,-0.013280212483399612,-0.011871415232759808,-0.056858669833729225,-0.034838811381729395,-0.07375906302286661,-0.022643738514045775,-0.04312203536006898,-0.03248322147651006,-0.02898550724637672,-0.02265936254980072,-0.01605191256830607,-0.0006099420555045754,-0.0913617666161507,-0.039552631578947284
2018-10-22,0.0034610059990769493,-0.003881700554528633,0.031147540983606614,0.011083841342728107,0.022138228941684712,0.057689280654808606,-0.015924867292772538,0.04199909679361724,-0.0024847223154925713,-0.01036502929247407,-0.016925638179800195,0.009896171317326452,0.01936305732484067,0.012842762929538454,-0.014647543484894832,0.011198475101262817,-0.054716826040496436
2018-10-23,0.1276921897754273,0.004824642790870248,-0.029050440815146517,-0.006890611541774283,-0.020734284204965592,-0.016593496539921038,-0.014356846473029039,0.006356544351343585,0.031843274538844835,-0.020491803278688492,-0.011854360711261669,0.012851405622489986,0.014496375906023706,-0.013708019191226772,-0.002787240631774379,-0.024269557021677657,-0.02898550724637683
2018-10-24,-0.018419085162781235,-0.06352723915050784,-0.07487347424828827,-0.04399590002365372,-0.06486850977747816,-0.07483353510895885,-0.06542056074766356,-0.08139534883720922,-0.046910680498466695,-0.11018131101813111,-0.09140245644101685,-0.04123711340206182,-0.031534860803153486,-0.043085476025017444,-0.06118012422360253,-0.05409321419946855,-0.07761194029850749
2018-10-25,0.08991136961639667,0.026424768290278067,0.06130329847143989,0.016494845360824684,0.05985001442169002,0.12047108857446642,0.0872072072072072,0.05235192998906091,0.024301752464402915,0.0428422152560084,0.03961018547626538,0.05210918114143914,0.05978122615110637,0.15468409586056642,0.08336089976844185,0.02910390605054891,-0.04854368932038833
2018-10-26,0.050252533274038225,-0.003940441882804846,-0.05215281989084275,-0.006085192697768749,-0.03224928561709062,-0.029124087591240966,-0.005469008949287479,-0.02153252153252161,-0.022188063890930865,-0.006012024048096198,-0.019655276685817902,0.017767295597484356,-0.08041286605856923,0.01823899371069193,-0.012213740458015265,0.021582733812949506,0.030612244897959107
2018-10-29,0.018631098206454366,-0.026037276569151557,0.011196417146513093,-0.006448979591836768,-0.05399325084364459,-0.03398240733779401,-0.06915514080986496,0.0015176809834571703,-0.04907388421844039,-0.0640120967741935,-0.03547193090684764,-0.04835470415572385,-0.03236752806055865,0.0009264978381715583,0.0024729520865531818,-0.018698397280233148,-0.04290429042904287
2018-10-30,-0.020725080910953486,0.034934151896227394,0.06311293894337222,0.01856872894585493,0.02214625445897722,0.004591797027005962,0.1099176512710347,0.058493711168358775,0.01911880974628044,-0.00646203554119551,0.023664854493124388,0.045454545454545414,0.05934718100890213,0.04473927800061728,0.04872032069071852,0.03291264538480587,0.0034482758620690834
2018-10-31,0.022649404202419454,0.06431428079373891,0.03169171254277647,0.01613293538759386,0.06805293005671098,0.07026650139448387,0.03903225806451616,0.07687902648532585,0.05564567317864455,-0.0818428184281842,0.02374258044361155,0.1032608695652173,0.024955436720142554,0.026284701712935732,0.012937371361364525,0.004072831816003708,0.05670103092783507
2018-11-01,0.020279886148007575,0.039733908665947615,0.0024516873377560255,-0.003731047074700289,0.044792375765827064,0.04473398479913149,0.0006209251785158632,0.018745014623770206,-0.05664083377872797,0.13695395513577324,0.08605431797375651,0.03166783954961305,0.04198757763975158,-0.003741007194244639,0.04934687953555872,-0.0014316392269146938,-0.008130081300813163
2018-11-02,0.006770893874229911,0.0008646031471555293,0.043159257660768224,0.009561752988047845,0.013812874641647044,0.008660708099494263,-0.004498914055227954,-0.03027534907999474,-0.015665500488661555,-0.01505711318795444,0.035684180949704825,0.012278308321964637,-0.008106819265617515,-0.009532062391681029,-0.0013831258644535493,0.023655913978494647,0.00819672131147553
2018-11-05,-0.01495165247510466,-0.018313752591568755,-0.12605157909253906,-0.0005524861878453136,-0.03611825192802065,-0.031254293172139125,-0.012934393018544488,-0.034450275871349745,0.032304482336858564,0.00632577754348973,-0.014921323928377528,0.0006738544474393926,-0.027644230769230727,-0.008457276173811534,-0.008587257617728605,-0.011437908496732097,-0.004878048780487809
2018-11-06,-0.0006153485510006496,-0.020943329813445932,0.0007890168849613577,-0.0023691068467187604,0.03107080944125884,-0.000850882790895624,-0.023918534891064103,-0.009756097560975618,-0.006063562865904482,-0.03247773703509693,-0.0349765904709447,-0.0005387205387206162,0.014585908529048064,0.0117647058823529,0.010896898575021075,0.0044864226682408415,0.006535947712418277
2018-11-07,0.020427490764088452,0.05806219665648027,0.07631661936297696,0.02810100530356996,0.06978013450594944,0.05187708466397001,0.017549534977759684,0.35313159746657297,0.02285954701633819,0.0492690850027071,0.10901826484018273,0.01711359655033018,-0.26900584795321636,0.01656976744186056,0.011055831951354289,0.031969910672308366,0.14123376623376616
2018-11-08,0.0093757093558835,-0.22256201155283728,-0.042924113682976994,-0.010933169079149874,-0.090495844788274,0.008973148023208921,-0.05277380384676511,-0.043998335760349505,-0.060807568382806654,-0.0025799793601651855,-0.02985074626865658,0.008346581875993575,-0.01983333333333326,-0.022876751501286763,0.004373974849644746,0.021184510250569444,-0.04125177809388336
2018-11-09,-0.0021634546955507927,-0.03999125874125875,-0.0433185366600336,-0.0013233691421455918,-0.026185032566795274,-0.05710464727515896,-0.05151871119315321,0.0034816668480035506,0.007737226277372278,-0.027418520434557614,-0.033952254641909874,-0.01944553935093951,0.02941676585614683,-0.0029265437518291026,-0.03130103429504627,-0.008253401739906296,-0.017804154302670683
2018-11-12,-0.05528770718626075,-0.055998178921010666,-0.031039999999999957,-0.013640969678073045,-0.04671983794725909,-0.038649741153109596,-0.03538570417551312,-0.09638946112978419,-0.04881935390409975,-0.07925531914893624,-0.005216913783635535,-0.08548840948680148,0.02444664684506126,-0.060463751100675145,-0.04355155942680544,-0.07062528115159694,-0.05740181268882172
2018-11-13,0.022527555488449424,0.02314926452857491,-0.03385072655217969,-0.006006006006006093,0.02795923101375486,0.023753319563293074,-0.018433602347762368,0.021118310535157114,0.002360645750837609,0.05488157134604288,0.0060723157604196665,0.016849816849817012,-0.017736214124476013,0.014995313964386359,-0.000587544065804857,0.0319457889641821,0.01602564102564097
2018-11-14,0.016361005286317454,0.017204807918925313,-0.01897111604853874,-0.0030211480362537513,-0.02730185262571405,0.0288225969159821,-0.004110996916752319,-0.0138660399529964,0.017321279343614604,-0.06790799561883909,-0.0480109739368999,-0.013256484149855918,-0.06730137885751808,0.01323484148968923,0.02586713697824794,-0.0663696060037523,0.025236593059936974
2018-11-15,0.012378323405491942,0.03174235403151071,0.050000000000000044,0.016108452950558183,0.054131462122297025,0.05119764672923388,0.06069987803733934,0.06994756911344147,0.0228511686953925,0.01762632197414815,0.046974063400576194,0.005841121495326895,-0.012671594508975703,0.00698663426488455,0.046131805157593186,0.014820396885204534,0.04615384615384621
2018-11-16,0.01687666829310297,0.0004491354143272286,-0.019910403185664505,-0.0034531470726730795,-0.04129873658470329,0.006129655540009216,0.008048823633468816,-0.0069050005568549455,-0.01934730232897719,0.03060046189376453,0.02449766033581069,0.03644018583042974,0.030659536541889354,0.016289592760180938,-0.0024650780608052036,-0.03465346534653457,-0.020588235294117574
2018-11-19,-0.0022859804115273885,-0.042424242424242475,-0.10445234467580844,-0.02000315010237841,-0.10783477398327901,-0.11429706641944237,-0.0699306835132052,-0.13805091398452396,-0.05635795116140552,-0.06330532212885165,-0.0854379365932294,-0.05701078582434527,-0.0615703908682117,-0.05046007717423562,-0.03130148270181221,-0.0410256410256411,-0.06606606606606613
2018-11-20,-0.016267110934957807,-0.04242850445382085,0.03516068052930055,-0.011893281902925157,-0.019221697551306316,0.006205607476635677,-0.012169811320754786,-0.012620348685922433,0.023274161735700183,-0.020334928229665095,-0.03877790834312578,-0.03773024361259647,0.04091411721341687,-0.029384182557049,-0.0005668934240363743,0.024064171122994527,0.009646302250803984
2018-11-21,-0.02752135277370371,-0.015177478580171488,0.003834915997078081,0.018949251789199817,0.014252654660169561,-0.013746470500817565,0.0204373985292714,0.014231123995256167,0.018427139552814387,0.04090354090354098,0.07273838630806861,0.027631985180611274,0.034348441926345785,0.01803542673107894,0.015314804310833763,0.06396866840731086,-0.01273885350318471
2018-11-23,-0.03595930920274437,-0.00812826249067855,0.015462979807167487,-0.007422779152366554,0.013731438607695878,0.01552022903638961,-0.012915301824988235,0.047421073145381465,-0.018699371640548135,0.004692082111436902,0.017948717948717885,0.007360672975815108,0.006504621704895408,-0.014868712432774434,0.0013966480446927498,0.0017177914110428905,0.021129032258064617
2018-11-26,0.061165644171779165,0.03300503721524706,0.04675743461125048,0.013830813766484429,0.04803906126949142,0.0713702796943394,0.0471224044752061,0.08434631605060772,0.06534485418916836,0.0017513134851139256,0.02099076406381184,0.04742022069788243,0.11870748299319733,0.05394990366088637,0.02259414225941403,0.007104360607545379,0.023534986574000882
2018-11-27,-0.005868069607446347,-0.04827753517709854,0.016258771179188836,-0.006741751269035534,-0.010519987977156586,0.0009694619486186884,-0.007877580586743926,-0.010066346373827417,0.004272575856325567,-0.06847319347319347,-0.003289473684210509,-0.005979498861047872,0.01854667072058369,-0.006093845216331606,0.0,-0.010702991972755926,0.033950617283950546
2018-11-28,0.01151464045825934,-0.007644659699209577,0.06988885146513968,0.01780723468817369,0.06155376670716883,0.037426496022137545,0.009674180888929573,0.06089669516986351,-0.003172771848860667,0.06850172036284019,0.03630363036303641,0.0937410484101977,0.04925373134328348,0.003065603923973148,0.0,0.02827637078927947,-0.008955223880597107
2018-11-29,-0.019260068416362408,0.04828911305134076,0.008814733196914837,0.001961399654793583,-0.00032049126732836,-0.005534809282475406,0.011660489921359485,0.00795120357259571,0.005208333333333259,0.02517564402810324,0.027600849256900206,-0.007005827276893806,0.04722617354196301,-0.04339853300733487,-0.035188216039279796,-0.0014347202295552641,0.03614457831325302
2018-11-30,0.027024650467508682,-0.0007351139426611253,-0.025745046029021723,0.016206248531829948,-0.001006149966437886,0.023536511768255775,-0.02037169406719086,0.021071968878322744,-0.018350604490500966,0.022272986864648514,-0.01007231404958675,0.028352894632731163,-0.006791632708503137,0.004792332268370503,0.009612666101215916,0.0,0.005813953488372103
2018-12-03,0.02354519249978604,0.03442128494359986,0.039878283151825844,0.008786428077734776,0.03008595988538687,0.02443658280922434,-0.056183874498358266,0.011641443538998875,0.03130269041859113,0.021787709497206764,0.03991651447951994,0.05847653244421647,0.0126094091903719,0.07027027027027022,0.006860823298795893,0.018438697318007735,0.02023121387283222
2018-12-04,0.002658376087441461,-0.05699120750432041,-0.07870013861081171,-0.03223342499236159,-0.11696801112656474,-0.03945769648909647,-0.017394665635871664,-0.062035777801025316,-0.04314756895081029,-0.10060142154182616,-0.09056698444555944,-0.07996123091834273,-0.03217093001269555,-0.03267973856209139,-0.04074537616465013,-0.023747942628732588,-0.031161473087818692
2018-12-06,0.009640332664615059,0.026154109141368842,-0.06720160481444337,0.007498026835043525,0.03463537564970842,0.04407456724367509,0.04455153422501956,0.0728306937318759,0.01604635613995975,0.004255319148936287,-0.00993103448275856,-0.013431656570977002,0.03349148758024012,0.011977886977887042,-0.020295737895042132,0.010838150289017134,0.011695906432748648
2018-12-07,-0.014294882388586005,-0.07055365017148463,-0.04283154121863797,-0.00039169604387001566,-0.07488316156434094,-0.06312970284402508,-0.033330194896902254,-0.07142114564923596,-0.009651239306865733,-0.036319612590798966,-0.021454444134856643,-0.044046983449012256,-0.025654874426141006,-0.0033201820940819138,-0.035217519976324274,-0.055277579223254714,-0.040462427745664775
2018-12-10,0.02031435428665329,-0.019926199261992572,-0.020408163265306034,-0.00023510971786833146,0.04360704294882334,0.031173427715763813,0.02493425538131877,0.027205553067622068,-0.03440383905500177,0.03831658291457285,0.0042710706150344,-0.028762915386763455,-0.00027716186252768615,0.017947296943417568,0.008282208588956896,0.02648171500630525,-0.033132530120481896
2018-12-11,0.004244947143561495,-0.03695137693631656,0.02236238532110102,-0.005643960178725371,-0.025936613055818403,0.021650165016501743,0.0017105388197280469,0.010245231607629357,-0.01865586053979662,-0.002419842710223996,0.013892826764955846,-0.0012938470385279732,-0.0022179096201829784,0.030361950344002464,0.0027380590203833766,0.023341523341523285,-0.01869158878504673
2018-12-12,8.181297553799816e-05,-0.01815135437028781,0.003925967470555181,0.007173827355144047,0.03068874028532531,0.034306757979067015,-0.011289251494165597,0.04315460135936999,0.000389559797429051,0.008489993935718587,0.017337807606264022,0.032819922268605195,-0.026674076132259028,0.05221077079401937,0.01274271844660202,0.01800720288115243,0.01904761904761898
2018-12-13,0.027732329842931724,-0.04067121729237766,-0.023091247672253346,0.0025829680651221487,-0.01257874476409171,0.005934162033855994,0.015735943197083158,-0.007756748371082867,-0.022507788161993725,-0.04930847865303656,-0.08081363386476104,-0.05463414634146346,-0.06223237225235512,-0.01002665312856954,-0.011384062312762233,0.01816037735849063,-0.01869158878504673
2018-12-14,-0.029929157048475652,-0.009190631485324507,-0.024590163934426257,-0.008665781872121192,-0.011770319707332555,-0.12959513164431202,-0.02286038163612325,-0.045236606212216035,0.0013544737471118395,-0.003795066413662229,-0.022727272727272707,0.007223942208462342,-0.014642313546423202,-0.0002787068004460602,-0.013939393939393918,-0.005559416261292638,-0.041269841269841234
2018-12-17,-0.047372883673860056,-0.03859964093357271,-0.06410005862810242,-0.03299732241297837,-0.05649444712699192,-0.07605051009488473,-0.011987625676720737,-0.04530567685589515,-0.0409770846594526,-0.030476190476190546,-0.033659730722154224,-0.017710772833723576,-0.04260249003676364,-0.06858098689712855,-0.022741241548862923,-0.027486606102958278,-0.056291390728476776
2018-12-18,-0.03290361480375559,-0.02489884842826029,0.0012528711630821476,0.0038276732632951393,0.021494370522006312,0.03721720330476419,0.012035225048923737,-0.025042881646655246,-0.00016593379241680584,-0.04256712508185989,-0.062064597846738345,0.010430636268812465,-0.004808002581477844,0.009877282250823294,0.005345911949685478,0.0007185628742514272,-0.04210526315789476
2018-12-19,-0.011430098269156419,-0.022661985317586897,0.013555787278414888,-0.002880090864838536,-0.014195056780227144,-0.008337675872850503,-0.003673982403558096,0.004790053952615558,-0.0155173844494233,-0.08002735978112174,-0.023970290344361933,-0.050287568205279354,-0.01883855906099019,-0.024303497332543,-0.04285267438223328,-0.017233125897558654,-0.0073260073260073
2018-12-20,-0.05305123430836689,-0.030698889614630964,-0.05617283950617291,-0.01891704975387498,-0.05311028290699649,-0.041062983259515184,-0.008927704997574004,-0.0606804842859211,-0.03472606203641271,0.0208104089219332,-0.05361466620546529,-0.08773291925465843,-0.03899537343027104,-0.11056804374240581,0.002941176470588225,-0.028251339503166162,-0.10516605166051662
2018-12-21,0.014572728858443185,-0.08119946091644203,-0.040331371266622895,-0.03300713219439377,-0.059127040212971105,-0.04196023172068264,-0.007539410555174708,-0.053808872871877744,-0.06706333647979701,-0.17042367387963497,-0.16922514619883033,-0.04119148936170214,-0.02957359009628613,-0.06728460626842125,-0.03649397197784299,-0.048872180451127734,-0.04742268041237108
2018-12-24,-0.07570879309805889,-0.0027686101943527053,-0.025215810995002363,-0.0013722126929673895,-0.03574824111047736,-0.02680176499428011,-0.025355169692186208,-0.007092198581560405,0.00861100711344065,0.05355575065847229,0.07435107787065554,-0.00497070832593649,0.0038979447200566675,-0.032405712193335656,-0.021305377071356046,-0.010276679841897285,-0.06926406926406936
2018-12-26,0.10277655652879703,0.11603449226865736,0.12607783733395483,0.04002061147372027,0.09130349043581143,0.09261125104953827,0.05911529507035107,0.12936507936507935,0.05753526354862637,0.06166666666666676,0.07596232596232588,0.060660124888492595,0.08824567596187793,0.08420056764427608,0.053213545266067586,0.055111821086262,0.08372093023255811
2018-12-27,-0.03116167811579984,0.0049423393739702615,0.00020695364238410008,0.04120561519405452,0.014275388507408726,0.017136709444401932,0.014622957086877664,0.02283907238229088,-0.0015795015795014855,-0.03885400313971754,0.005137963843958149,0.019848612279226296,0.04086928316574778,0.0003490401396160081,0.013779527559055094,0.033560434014635376,0.06866952789699576
2018-12-28,0.05679054237987757,-0.01218032786885248,0.004034761018001154,0.005948132286462071,-0.008213076786032558,0.007630704140223488,-0.01620195930670687,-0.014771556166265798,-0.01519599226577606,0.06165781951817073,0.01135933358576291,0.008081807685963893,-0.01916484886257408,-0.008025122121423589,0.007443365695792847,-0.0106201171875,-0.052208835341365556
2018-12-31,-0.007209309291319688,0.01382412001925104,0.01906233900051535,0.0053610848312835024,0.0014550288311268034,0.035465247057059335,-0.018766756032171483,0.03237912598791248,0.009353776405386816,0.0476923076923077,0.06549606888805681,0.02503272251308908,-0.00174741858617955,0.006331340133661545,0.003854802441374927,-0.014435533621221519,-0.07750000000000001
